family,removed_feature_count,full_wape,ablated_wape,delta_wape_ablated_minus_full,h1_delta_wape,h2_delta_wape,h3_delta_wape
branch_history,22,0.46975383913253344,0.5069148388320628,0.03716099969952935,-0.030855024847208756,0.2925423455091929,0.0398339701303001
branch_composition,9,0.46975383913253344,0.4978715382106474,0.028117699078113956,0.02494999662571884,0.25178450176581313,-0.019338606398622227
branch_concentration,4,0.46975383913253344,0.42283655317690094,-0.04691728595563249,-0.007893913012576026,-0.2544225696341622,-0.034749240291719885
calendar,20,0.46975383913253344,0.6647766833577984,0.19502284422526495,-0.023337365701925628,1.9905378117635968,-0.01559933876206987
