feature_name,train_missing_rate,train_n_unique,static_status,duplicate_of,family,ALL,h1,h2,h3,best_importance,selected,selection_reason
tile_size_code,0.0,18,PASS_STATIC,,size_branch,0.00185730231249992,0.007243509728914743,-0.02976069593033026,0.006635307251503408,0.007243509728914743,True,PERMUTATION_IMPORTANCE
months_since_first_positive,0.01886515572993909,23,PASS_STATIC,,pair_history,0.00040048689773997115,0.0007417311098543156,9.15643655474696e-05,-0.0006560156698488528,0.0007417311098543156,True,PERMUTATION_IMPORTANCE
months_since_last_positive,0.01886515572993909,23,PASS_STATIC,,pair_history,0.00014072018626709593,0.004239988138938833,-0.015218302128658712,-0.0004943932251356697,0.004239988138938833,True,PERMUTATION_IMPORTANCE
pair_lag_1,0.017516923977155267,10641,PASS_STATIC,,pair_history,0.020552236456034212,0.03987015504274999,-0.06196448821618228,0.022390517204430305,0.03987015504274999,True,PERMUTATION_IMPORTANCE
pair_lag_2,0.08530363187953595,10507,PASS_STATIC,,pair_history,0.0013469967340314914,0.005318321298892703,-0.010656343683180802,0.0006908688501532367,0.005318321298892703,True,PERMUTATION_IMPORTANCE
pair_lag_3,0.15195030436102527,10362,PASS_STATIC,,pair_history,1.4023201621138348e-05,0.0002557875317177327,0.0017467504624517627,-0.00034098295221562935,0.0017467504624517627,True,PERMUTATION_IMPORTANCE
pair_lag_6,0.3415217776114653,9749,PASS_STATIC,,pair_history,0.000933113003831143,-0.0005451648530559461,-0.000648422509235802,0.001957273198613385,0.001957273198613385,True,PERMUTATION_IMPORTANCE
pair_lag_12,0.6501512862772937,8313,PASS_STATIC,,pair_history,0.0006178979059200396,0.0007611896266737084,0.0030548814677637814,0.00013492555667804496,0.0030548814677637814,True,PERMUTATION_IMPORTANCE
pair_roll_3_mean,0.002008590162310594,31144,PASS_STATIC,,pair_history,0.02361448173155145,0.03501719272834164,-0.02794616166164743,0.025659831290840596,0.03501719272834164,True,PERMUTATION_IMPORTANCE
pair_roll_3_sum,0.002008590162310594,28100,PASS_STATIC,,pair_history,0.008183718828966735,0.017472927745190603,-0.036789556549777336,0.010021683669429016,0.017472927745190603,True,PERMUTATION_IMPORTANCE
pair_roll_3_std,0.07380147241582036,119446,PASS_STATIC,,pair_history,0.0025334634274886136,0.0026115813831027457,0.005909617722635874,0.0010680719639577507,0.005909617722635874,True,PERMUTATION_IMPORTANCE
pair_roll_3_target_available_count,0.0,4,PASS_STATIC,,pair_history,0.0,0.0,0.0,0.0,0.0,False,NOT_SELECTED
pair_roll_3_positive_count,0.0,4,PASS_STATIC,,pair_history,0.00020825063943263888,0.0009287149501919778,-0.008270767972353266,0.002218476585247542,0.002218476585247542,True,PERMUTATION_IMPORTANCE
pair_roll_3_coverage,0.0,5,PASS_STATIC,,pair_history,0.0,0.0,0.0,0.0,0.0,False,NOT_SELECTED
pair_roll_6_mean,0.0019719035840035514,47853,PASS_STATIC,,pair_history,0.02143332546982224,0.0279612741010124,-0.042017631567520475,0.030684420202238716,0.030684420202238716,True,PERMUTATION_IMPORTANCE
pair_roll_6_sum,0.0019719035840035514,34723,PASS_STATIC,,pair_history,-0.0012090542054379316,0.0003704601494364801,-0.06541197434871959,0.01189062338936675,0.01189062338936675,True,PERMUTATION_IMPORTANCE
pair_roll_6_std,0.07244590334737512,167875,PASS_STATIC,,pair_history,-0.00013605028745855563,0.0007178593136630829,-0.006738578738336054,0.0006829377553271287,0.0007178593136630829,True,PERMUTATION_IMPORTANCE
pair_roll_6_target_available_count,0.0,7,PASS_STATIC,,pair_history,0.0,0.0,0.0,0.0,0.0,False,NOT_SELECTED
pair_roll_6_positive_count,0.0,7,PASS_STATIC,,pair_history,-0.0019261930404139704,0.0014634900784976645,-0.01909926460889233,0.0010886749543819185,0.0014634900784976645,True,PERMUTATION_IMPORTANCE
pair_roll_6_coverage,0.0,12,PASS_STATIC,,pair_history,0.0,0.0,0.0,0.0,0.0,False,NOT_SELECTED
pair_roll_12_mean,0.0019719035840035514,80786,PASS_STATIC,,pair_history,-0.0063559751095730865,-0.00023330516322445094,-0.06526799080654233,0.0038871645044642467,0.0038871645044642467,True,PERMUTATION_IMPORTANCE
pair_roll_12_sum,0.0019719035840035514,39928,PASS_STATIC,,pair_history,0.008176326438914971,0.0034269907450895642,-0.0008591269685469527,0.017423212623463025,0.017423212623463025,True,PERMUTATION_IMPORTANCE
pair_roll_12_std,0.07243948319617138,225824,PASS_STATIC,,pair_history,-0.0016366881666938227,0.0006946701973737368,-0.018977650383676936,0.00031818297406915885,0.0006946701973737368,True,PERMUTATION_IMPORTANCE
