forecast_origin,demand_event,n_rows,actual_sum_m2,forecast_sum_m2,wape,mae,bias_m2,bias_ratio,underforecast_m2,overforecast_m2
2025-05-01,spike_3x_plus,1151,255651.84999999998,49870.163973073344,0.8099306414549742,179.89597468258108,-205781.68602692668,-0.8049293835617723,206420.97644328873,639.2904163620808
2025-06-01,actual_zero,21936,0.0,449836.81522791286,,20.506784064000403,449836.81522791286,,0.0,449836.81522791286
2025-06-01,first_positive_known_pair,23,1635.98,312.7891494362802,0.9022652606490531,64.17773570072339,-1323.1908505637196,-0.8088062510322372,1399.6393858401786,76.44853527645917
2025-06-01,ongoing_positive,8742,832198.0599999999,683238.9896515377,0.6625077465092039,63.06768032257277,-148959.07034846218,-0.17899473395607554,350148.3658641967,201189.29551573447
2025-06-01,reactivation_gap_1_2,2663,230690.04,84385.15523908945,0.7908633883959875,68.51081738776038,-146304.88476091053,-0.6342054679123144,164374.59573225823,18069.71097134768
2025-06-01,reactivation_gap_3_5,444,31965.66,4689.423336250215,0.8853325362404219,63.73927666756533,-27276.236663749783,-0.8532980912563602,27788.237752074398,512.0010883246107
2025-06-01,reactivation_gap_6plus,283,14713.78,1070.7394072387046,0.9384326180952501,48.79113458472626,-13643.040592761296,-0.9272288013522898,13725.465840119414,82.42524735811742
2025-06-01,spike_2x_3x,730,139814.15,40470.99027489465,0.7141168861421785,136.77211703645955,-99343.15972510536,-0.7105372362175457,99593.4025808604,250.2428557550545
2025-06-01,spike_3x_plus,879,209684.3,39190.352036645876,0.8165921062066047,194.7969785841383,-170493.94796335412,-0.8130983004609984,170860.24606940587,366.29810605172116
2025-07-01,actual_zero,24303,0.0,496005.88289467583,,20.409245068290986,496005.88289467583,,0.0,496005.88289467583
2025-07-01,first_positive_known_pair,11,288.91999999999996,121.16813337493755,0.9141989706238006,24.011851508420765,-167.75186662506243,-0.5806170103317958,215.94111660884545,48.189249983783
2025-07-01,ongoing_positive,8903,786026.43,677097.2381041117,0.684479166856861,60.43117105850532,-108929.19189588822,-0.13858209818197614,323473.9539148805,214544.76201899233
2025-07-01,reactivation_gap_1_2,2550,184173.45,78660.10098995554,0.7822255375128215,56.49614742032971,-105513.34901004448,-0.5729020605849783,124789.26246594261,19275.913455898146
2025-07-01,reactivation_gap_3_5,512,39354.42,7020.944175567496,0.8650987953216114,66.49504166519674,-32333.475824432502,-0.8215970613830036,33189.46857850662,855.9927540741148
2025-07-01,reactivation_gap_6plus,233,13351.3,912.4532132716026,0.9466403889613493,54.24411942120027,-12438.846786728394,-0.9316580997152634,12538.86330593403,100.0165192056329
2025-07-01,spike_2x_3x,643,125002.06,39705.903968751634,0.6927058944270317,134.66510696348595,-85296.15603124836,-0.6823580029900976,85942.90990438493,646.753873136555
2025-07-01,spike_3x_plus,819,195533.69,39919.561403739775,0.8030231174678771,191.71925923540596,-155614.1285962602,-0.7958430518866606,156316.10095502884,701.9723587686126
2025-08-01,actual_zero,26142,0.0,475459.87656790065,,18.187586128371994,475459.87656790065,,0.0,475459.87656790065
2025-08-01,first_positive_known_pair,3,11.41,28.912056326252262,1.6183429506563816,6.155097688996438,17.50205632625226,1.5339225526952023,0.48161837036852795,17.98367469662079
2025-08-01,ongoing_positive,8454,707490.86,654756.2675978858,0.6876768145369333,57.54968783047025,-52734.592402114235,-0.074537489292956,269629.8266604548,216895.2342583406
2025-08-01,reactivation_gap_1_2,2909,211306.39,81397.49084327334,0.7935955491502349,57.64586133069911,-129908.89915672665,-0.6147892600726681,148800.35488386516,18891.45572713852
2025-08-01,reactivation_gap_3_5,734,51642.16,8236.371144443227,0.8832349717641544,62.141909713133444,-43405.78885555678,-0.8405107155772875,44508.97529249836,1103.1864369415894
2025-08-01,reactivation_gap_6plus,203,12353.720000000001,629.9457112037733,0.9537159103580002,58.03910993156569,-11723.774288796227,-0.949007609756108,11752.85680245203,29.082513655804117
2025-08-01,spike_2x_3x,596,106819.29000000001,34207.16475068845,0.6897356496657508,123.61924896809437,-72612.12524931155,-0.6797660352293255,73144.5988171479,532.4735678363458
2025-08-01,spike_3x_plus,658,153211.02999999997,30468.276686406316,0.8085126100048069,188.2569145088522,-122742.75331359368,-0.8011352271020807,123307.9015302092,565.1482166155281
2025-09-01,actual_zero,26493,0.0,399042.8809607573,,15.062200617550195,399042.8809607573,,0.0,399042.8809607573
2025-09-01,first_positive_known_pair,10,913.27,72.59048183140311,0.9553300226838276,87.24742498164592,-840.6795181685969,-0.9205158585835481,856.5768839925281,15.897365823931176
2025-09-01,ongoing_positive,7920,744138.72,582705.6038118076,0.6560150717673693,61.637148460312915,-161433.1161881924,-0.21693954614832084,324799.66599693533,163366.549808743
2025-09-01,reactivation_gap_1_2,3933,286826.24,112452.27499145645,0.7745758763844062,56.48835144115027,-174373.96500854357,-0.6079428611850282,198271.3256132938,23897.36060475024
2025-09-01,reactivation_gap_3_5,976,52535.490000000005,8968.631547726216,0.886510308229907,47.71849736978402,-43566.85845227378,-0.8292843266956066,45070.0559425915,1503.1974903177074
2025-09-01,reactivation_gap_6plus,241,13054.58,867.6687490217653,0.9480450224213025,51.354064683820276,-12186.911250978235,-0.9335352995636961,12281.620419889463,94.70916891122656
2025-09-01,spike_2x_3x,624,129349.04999999999,35345.45536985759,0.7308645871496324,151.5010256834089,-94003.59463014241,-0.7267436029112113,94270.11732829479,266.52269815238384
2025-09-01,spike_3x_plus,762,196795.57,35668.132437717686,0.8228848138963735,212.51979789380673,-161127.4375622823,-0.8187554098005474,161533.76177868154,406.3242163992145
2025-10-01,actual_zero,26815,0.0,311596.62614671554,,11.620235918206808,311596.62614671554,,0.0,311596.62614671554
2025-10-01,first_positive_known_pair,7,832.95,64.27720446154724,0.9914115244238605,117.97088989555066,-768.6727955384528,-0.9228318573005015,797.2345124036536,28.561716865200943
2025-10-01,ongoing_positive,8496,769341.36,548532.3390772064,0.6289642144330245,56.9548239316425,-220809.02092279357,-0.2870104642792032,352348.6025230142,131539.58160022055
2025-10-01,reactivation_gap_1_2,3792,284110.6,92309.50150683103,0.7963021930056161,59.661891834425475,-191801.09849316897,-0.6750930746447651,209019.49616465517,17218.397671486207
2025-10-01,reactivation_gap_3_5,1313,85014.53,11537.990230490594,0.8975896919282208,58.117414921646976,-73476.5397695094,-0.8642821382357745,74892.35278081594,1415.8130113065417
2025-10-01,reactivation_gap_6plus,341,17093.07,1255.0248240142134,0.9401987914546488,47.128691367301215,-15838.045175985788,-0.926576979792734,15954.46446611775,116.41929013196423
2025-10-01,spike_2x_3x,857,178749.47999999998,45344.43870333495,0.7495868950538815,156.3457032738575,-133405.04129666506,-0.7463240804765702,133696.65450118048,291.613204515426
2025-10-01,spike_3x_plus,1011,261219.15,43372.015578892504,0.837297965226238,216.3385388458234,-217847.13442110748,-0.8339631088345073,218282.6985971175,435.5641760099783
2025-11-01,actual_zero,29557,0.0,287633.55958640977,,9.731486943411367,287633.55958640977,,0.0,287633.55958640977
2025-11-01,first_positive_known_pair,4,138.44,11.20393530782293,0.9190701003479997,31.80901617304427,-127.23606469217708,-0.9190701003479997,127.23606469217708,0.0
2025-11-01,ongoing_positive,7540,640981.25,438885.0848811605,0.6389399185061976,54.31677820145897,-202096.16511883953,-0.3152918515461092,305822.33637892007,103726.17126008056
2025-11-01,reactivation_gap_1_2,3159,237865.07,73065.36028555562,0.7984547167103194,60.12171164359933,-164799.70971444435,-0.6928285423094881,177362.09839828734,12562.388683842966
2025-11-01,reactivation_gap_3_5,1254,80194.03,11402.677461785299,0.8950181489297301,57.23693164738057,-68791.3525382147,-0.8578113924217888,70283.23241201497,1491.8798738002668
2025-11-01,reactivation_gap_6plus,328,17116.100000000002,1042.96249405016,0.94537835544289,49.33289777315869,-16073.137505949839,-0.9390654124449984,16127.163987772947,54.02648182310562
2025-11-01,spike_2x_3x,660,142826.45,34113.00303938142,0.7624876157447258,165.00515049361107,-108713.44696061856,-0.7611576634483217,108808.42314320095,94.97618258237023
2025-11-01,spike_3x_plus,798,222499.47000000003,34010.958080887736,0.8477051230310542,236.35832154222354,-188488.51191911226,-0.8471413973215857,188551.22625490333,62.714335791051326
2025-12-01,actual_zero,31629,0.0,353011.4440823002,,11.161005535499074,353011.4440823002,,0.0,353011.4440823002
2025-12-01,first_positive_known_pair,2,125.18,4.208979007214812,0.9663765856589326,60.48551049639259,-120.97102099278518,-0.9663765856589326,120.97102099278518,0.0
2025-12-01,ongoing_positive,7854,650004.3300000001,509528.48414541996,0.6534503617692141,54.08015846575702,-140475.84585458005,-0.21611524627009798,282610.7052223179,142134.85936773784
2025-12-01,reactivation_gap_1_2,2341,179252.08000000002,53277.8661547659,0.8116274537678598,62.14690699401654,-125974.2138452341,-0.7027768595222665,135730.0615591134,9755.847713879306
2025-12-01,reactivation_gap_3_5,875,71753.6,9024.782446558936,0.8987498152085187,73.70118256062398,-62728.81755344106,-0.8742253706216978,63608.67614699353,879.8585935524567
2025-12-01,reactivation_gap_6plus,311,18194.85,1077.353511873568,0.9476184862349801,55.439794901197835,-17117.49648812643,-0.9407879970500682,17179.63635119948,62.13986307304543
2025-12-01,spike_2x_3x,647,173031.05,40486.769951585185,0.7671115867872355,205.15320452698836,-132544.28004841483,-0.7660144237026525,132639.20168868813,94.92164027331697
2025-12-01,spike_3x_plus,630,200511.13999999998,29631.273271583308,0.8534208446968258,271.6196610633706,-170879.8667284167,-0.8522213116359356,171000.1265991701,120.25987075338034
