threshold,wape,zero_false_positive_rate,mae,bias_ratio,forecast_origin,horizon
0.35,0.932108744794854,0.3913697942799799,55.98612908025804,-0.354178415425888,2025-01-01,3
0.4,0.9275763966664127,0.3285248369292524,55.7138983681522,-0.37559023091559246,2025-01-01,3
0.45,0.9226931015176236,0.27609131961866534,55.42058839325515,-0.4031405175657706,2025-01-01,3
0.5,0.9187107409185622,0.22829904666332163,55.181392102277044,-0.4350666700902797,2025-01-01,3
0.55,0.9165142328959167,0.18075765178123432,55.0494611635659,-0.47694720304860766,2025-01-01,3
0.6,0.9176206056384133,0.1361013547415956,55.11591427595025,-0.5337146740769064,2025-01-01,3
0.65,0.9254719186779439,0.0963371801304566,55.587495116421195,-0.6044977958524885,2025-01-01,3
0.7,0.9353332719335347,0.06485198193677873,56.17980690338447,-0.6755839604500242,2025-01-01,3
0.75,0.9445874784192277,0.03750627195183141,56.73565105969844,-0.7621559417263953,2025-01-01,3
0.8,0.9727906617018799,0.017059708981435023,58.4296455303589,-0.8669750277372237,2025-01-01,3
0.85,0.9897893817624959,0.0027596588058203713,59.45065572989551,-0.9542785627329375,2025-01-01,3
0.9,0.998808078395218,0.0,59.992354235177096,-0.9975903564666143,2025-01-01,3
0.95,1.0,0.0,60.06394574978472,-1.0,2025-01-01,3
0.0,1.001037633143244,1.0,54.67179460450591,-0.09814527803667314,2025-02-01,1
0.05,1.0004499914615232,0.9781595303867403,54.63970048110796,-0.09877832916885299,2025-02-01,1
0.1,0.9964838462941364,0.8722375690607734,54.42308897042763,-0.1039455836726414,2025-02-01,1
0.15,0.9900477567225782,0.7460290055248618,54.07158113949068,-0.11294490045629033,2025-02-01,1
0.2,0.9841099610220692,0.6500345303867403,53.74728769018007,-0.12199775675733583,2025-02-01,1
0.25,0.9792797307090005,0.57708908839779,53.483484061999434,-0.13258336505712373,2025-02-01,1
0.3,0.9730877950499728,0.5039709944751382,53.145310727304995,-0.14746490122384973,2025-02-01,1
0.35,0.965544944376567,0.4408667127071823,52.73335700139558,-0.1658367871551384,2025-02-01,1
0.4,0.9576863992677321,0.38622237569060774,52.3041615847044,-0.18755708807763452,2025-02-01,1
0.45,0.9474949453332674,0.33192334254143646,51.74755406289047,-0.21205887735749637,2025-02-01,1
0.5,0.9412874089166426,0.28159530386740333,51.40852869088317,-0.2412163412288213,2025-02-01,1
0.55,0.9328215690091523,0.23523825966850828,50.9461657933729,-0.27590831743615724,2025-02-01,1
0.6,0.9263452647358863,0.19337016574585636,50.59246163150986,-0.3137010128399422,2025-02-01,1
0.65,0.9222043530937198,0.15858080110497239,50.36630522811365,-0.3562599997486027,2025-02-01,1
0.7,0.9127830707839528,0.12206491712707182,49.85176072519291,-0.4065527857598506,2025-02-01,1
0.75,0.9095064089683653,0.08796616022099447,49.672805433364644,-0.47162727262956483,2025-02-01,1
0.8,0.9126956062919037,0.055248618784530384,49.84698384110167,-0.5676388388947853,2025-02-01,1
0.85,0.9396546815160656,0.02581146408839779,51.31935708121131,-0.6950535687878664,2025-02-01,1
0.9,0.9693183893934922,0.006301795580110498,52.939444169436356,-0.8465209747209492,2025-02-01,1
0.95,1.0,0.0,54.61512414157422,-1.0,2025-02-01,1
0.0,1.1077401491899312,1.0,60.41600405078171,-0.038113284862404985,2025-02-01,2
0.05,1.1077401491899312,1.0,60.41600405078171,-0.038113284862404985,2025-02-01,2
0.1,1.1065094779211166,0.9704491725768322,60.34888339941211,-0.0395183399558657,2025-02-01,2
0.15,1.100568064918312,0.873067830514639,60.024839504905536,-0.04687161625696947,2025-02-01,2
0.2,1.0934369378735203,0.7752318603382433,59.63590876086792,-0.05718126244064925,2025-02-01,2
0.25,1.0828356512932962,0.6612111292962357,59.05771596588554,-0.07319926987371682,2025-02-01,2
0.3,1.0725500762614655,0.5733769776322968,58.4967420378013,-0.08941214436092919,2025-02-01,2
0.35,1.066234845712124,0.5051827605019095,58.152310182794835,-0.10582934726722285,2025-02-01,2
0.4,1.0574181729154748,0.44389889070740135,57.67144999208466,-0.12625278506172105,2025-02-01,2
0.45,1.0480376753177194,0.38379705400981995,57.15983886985643,-0.15728324226620335,2025-02-01,2
0.5,1.0394320893720195,0.32978723404255317,56.69049132861675,-0.20010978072392566,2025-02-01,2
0.55,1.0276164762806328,0.27095835606473906,56.04606932322704,-0.25354259359985665,2025-02-01,2
0.6,1.0168794342174379,0.21312965993817057,55.460472441812406,-0.3166313592106874,2025-02-01,2
0.65,1.00464462655728,0.16193853427895982,54.79318761901603,-0.39177378847166167,2025-02-01,2
0.7,1.012977697010261,0.11356610292780506,55.24767220063105,-0.503432828278496,2025-02-01,2
0.75,1.0059918779493524,0.06937625022731406,54.86666653518638,-0.6275918270452806,2025-02-01,2
0.8,1.002816343143576,0.029914529914529916,54.693473278781006,-0.7772755099890566,2025-02-01,2
0.85,1.0065505259926137,0.0030914711765775596,54.89713512700309,-0.9718432861455197,2025-02-01,2
0.9,1.0,0.0,54.53987028904094,-1.0,2025-02-01,2
0.95,1.0,0.0,54.53987028904094,-1.0,2025-02-01,2
0.0,1.0854785576413037,1.0,59.16398338868478,-0.16433870741421494,2025-02-01,3
0.05,1.0854785576413037,1.0,59.16398338868478,-0.16433870741421494,2025-02-01,3
0.1,1.0846395606734232,0.9812722948870393,59.118253878579374,-0.16527016780341947,2025-02-01,3
0.15,1.077992827422205,0.8748513674197385,58.75597383822686,-0.17355262166765212,2025-02-01,3
0.2,1.069617197459647,0.7592152199762188,58.299460323071536,-0.186016864588791,2025-02-01,3
0.25,1.0601481849968397,0.6501189060642093,57.783352020320606,-0.20199348798625816,2025-02-01,3
0.3,1.0537686720831843,0.5687673404676972,57.43563681821514,-0.21730239462788972,2025-02-01,3
0.35,1.0460541722221421,0.487316686484344,57.01515818377533,-0.23823271739720353,2025-02-01,3
0.4,1.0372205295817114,0.4149821640903686,56.53368069832809,-0.2637395733209865,2025-02-01,3
0.45,1.0271291064505672,0.35315101070154575,55.98364791666121,-0.3000762401399753,2025-02-01,3
0.5,1.017763534045842,0.2982560443915973,55.47317761185598,-0.3386316891544415,2025-02-01,3
0.55,1.0118936275751003,0.2431629013079667,55.1532384969989,-0.393405408298849,2025-02-01,3
0.6,1.0065640824926123,0.18668252080856124,54.86275176696646,-0.4691682524552939,2025-02-01,3
0.65,1.0016222839600044,0.1308957590170432,54.59339915356362,-0.5641045337021386,2025-02-01,3
0.7,1.0061940647192322,0.07996432818073722,54.842583956885214,-0.6813112314222084,2025-02-01,3
0.75,1.008001944912397,0.03963535473642489,54.941122424517,-0.8079772870935963,2025-02-01,3
0.8,1.0025163284421093,0.008224336107808166,54.64212902714392,-0.94820899915295,2025-02-01,3
0.85,1.0,0.0,54.50497660427807,-1.0,2025-02-01,3
0.9,1.0,0.0,54.50497660427807,-1.0,2025-02-01,3
0.95,1.0,0.0,54.50497660427807,-1.0,2025-02-01,3
0.0,1.074643983500834,1.0,56.33307528236048,-0.016726088982369127,2025-03-01,1
0.05,1.0745534167127853,0.9931308197221799,56.328327751301295,-0.016842653435128658,2025-03-01,1
0.1,1.0711488934886677,0.9195542665241948,56.149861890951925,-0.020882780124251873,2025-03-01,1
0.15,1.061365272094532,0.7583575026713479,55.63700229373488,-0.033310997153524785,2025-03-01,1
0.2,1.0532075355551944,0.6450923523126241,55.209371940185505,-0.04609249499107203,2025-03-01,1
0.25,1.0445606448557379,0.5544954968707068,54.75610001738182,-0.06086967501855663,2025-03-01,1
0.3,1.0358820714758936,0.4809952678980308,54.30116728146532,-0.07856307085348344,2025-03-01,1
0.35,1.027227759164805,0.4173408639902305,53.84750631613853,-0.10089802204666944,2025-03-01,1
0.4,1.0168677184122843,0.35643413219355824,53.30443068867457,-0.1295128388056098,2025-03-01,1
0.45,1.008273170400983,0.3031598229277973,52.853902581160064,-0.16060582856901315,2025-03-01,1
0.5,1.0001934732505375,0.2556861547855289,52.430363069635526,-0.19906379007038874,2025-03-01,1
0.55,0.9918746433760447,0.21347885818958937,51.994288167830064,-0.24000185193517018,2025-03-01,1
0.6,0.9812267094152869,0.17546939398565103,51.43612111472014,-0.28542020496965886,2025-03-01,1
0.65,0.974573191882932,0.13959700809036787,51.08734225418846,-0.3407808553027782,2025-03-01,1
0.7,0.9645594594836344,0.10525110670126699,50.56242018718969,-0.41130019495033404,2025-03-01,1
0.75,0.9520988918749544,0.07029461150969318,49.90923447737534,-0.4970603165287927,2025-03-01,1
0.8,0.9520719492698803,0.04258891772248512,49.907822140058755,-0.6109251794171944,2025-03-01,1
0.85,0.955100579239705,0.0174782475957869,50.066583592885905,-0.7382861133514994,2025-03-01,1
0.9,0.9792058327375917,0.0037398870401465427,51.33018631234018,-0.8823870504131226,2025-03-01,1
0.95,1.0,0.0,52.42022115905399,-1.0,2025-03-01,1
0.0,1.1807906815710436,1.0,59.79096084477664,0.0322697244544852,2025-03-01,2
0.05,1.1807906815710436,1.0,59.79096084477664,0.0322697244544852,2025-03-01,2
0.1,1.1806693615236195,0.9973675813656668,59.784817637247606,0.03214840440706086,2025-03-01,2
0.15,1.1763722130397962,0.9306796426292279,59.56722561120061,0.02662496872386522,2025-03-01,2
0.2,1.1633600070058692,0.7867740906190173,58.908334654808954,0.009678377271044742,2025-03-01,2
0.25,1.1522630185287528,0.6912890874282067,58.34642337460863,-0.008583806631291418,2025-03-01,2
0.3,1.1384322553884425,0.5832801531589024,57.64608365285929,-0.031729347212448016,2025-03-01,2
0.35,1.1267136306556755,0.49433631142310147,57.052694965527124,-0.0585398686925795,2025-03-01,2
0.4,1.1157073572170493,0.4242182514358647,56.49537716611813,-0.09380517371362261,2025-03-01,2
0.45,1.1024562386914538,0.36119974473516275,55.824388546984366,-0.13046669689338472,2025-03-01,2
0.5,1.0809797805188317,0.29419272495213783,54.736898537345034,-0.1834226037798541,2025-03-01,2
0.55,1.063083619735403,0.23611997447351626,53.83070181224035,-0.24797820274162996,2025-03-01,2
0.6,1.0447647701557825,0.17916400765794513,52.90310165835097,-0.3254462447110382,2025-03-01,2
0.65,1.0262412791207332,0.1267549457562221,51.96513920279397,-0.41949286413919024,2025-03-01,2
0.7,1.0043916976869058,0.0822431397574984,50.85875558343261,-0.5315816931123684,2025-03-01,2
0.75,0.9880052682840141,0.042677089980855135,50.02900618406369,-0.6651838366230872,2025-03-01,2
0.8,1.001748137112681,0.009811742182514358,50.72489525640668,-0.8758212505158063,2025-03-01,2
0.85,1.0,0.0,50.636375928394585,-1.0,2025-03-01,2
0.9,1.0,0.0,50.636375928394585,-1.0,2025-03-01,2
0.95,1.0,0.0,50.636375928394585,-1.0,2025-03-01,2
0.0,1.1897847376177422,1.0,61.79155855396866,-0.018956871358117862,2025-03-01,3
0.05,1.1897847376177422,1.0,61.79155855396866,-0.018956871358117862,2025-03-01,3
0.1,1.1896898650077867,0.9983822903363133,61.786631337937166,-0.019051743968073024,2025-03-01,3
0.15,1.1863654504258816,0.9432098765432099,61.613977620167375,-0.023087750118312687,2025-03-01,3
0.2,1.1742675372799263,0.8234142188165177,60.9856716040422,-0.038256433439454784,2025-03-01,3
0.25,1.1632353049600153,0.7128991060025542,60.412711800622894,-0.056449823372620986,2025-03-01,3
0.3,1.1542135605031796,0.6343124733929332,59.94416683342176,-0.07186252785207513,2025-03-01,3
0.35,1.1432158980440692,0.5392081736909323,59.373002418286,-0.09542318411033997,2025-03-01,3
0.4,1.1288028538568695,0.4535547041294168,58.624459899899435,-0.12976065310508209,2025-03-01,3
0.45,1.1137114839833249,0.3831417624521073,57.84068848670423,-0.1748318412152866,2025-03-01,3
0.5,1.0949553051684386,0.3163899531715624,56.86658494944647,-0.2241740039667302,2025-03-01,3
0.55,1.076917244546072,0.2590889740315028,55.929776933755555,-0.2822511615681706,2025-03-01,3
0.6,1.0598021731919236,0.1957428693060877,55.04090443413622,-0.3702034915928089,2025-03-01,3
0.65,1.0378449113503456,0.13690932311621967,53.90055241257197,-0.4723553952445419,2025-03-01,3
0.7,1.0282613913295835,0.07620263942103023,53.40283158981058,-0.6376564940522762,2025-03-01,3
0.75,1.0055784188540424,0.021030225627926776,52.224789732670224,-0.837200823167641,2025-03-01,3
0.8,0.9990595653679365,0.0002554278416347382,51.88623259358808,-0.99717760399057,2025-03-01,3
0.85,1.0,0.0,51.93507413592429,-1.0,2025-03-01,3
0.9,1.0,0.0,51.93507413592429,-1.0,2025-03-01,3
0.95,1.0,0.0,51.93507413592429,-1.0,2025-03-01,3
0.0,0.9211728452732197,1.0,60.99260588130216,-0.2724518284007375,2025-04-01,1
0.05,0.9205549241452347,0.9460831187936741,60.95169214831675,-0.2731540871470101,2025-04-01,1
0.1,0.9164668431022299,0.7671202648032365,60.681012528149644,-0.2786043111471104,2025-04-01,1
0.15,0.9120018165949703,0.6383229128356013,60.385374631956466,-0.28540942823994975,2025-04-01,1
0.2,0.9074609500584354,0.5361529974255241,60.084715223199886,-0.29378209392579224,2025-04-01,1
0.25,0.9030014584269891,0.4570062522986392,59.78944380166,-0.30561157181121723,2025-04-01,1
0.3,0.899014870361441,0.39205590290548,59.52548422453963,-0.31943849317278783,2025-04-01,1
0.35,0.8947283769404372,0.33703567488047076,59.2416673435041,-0.33577398011052095,2025-04-01,1
0.4,0.8895624406027454,0.28760573740345713,58.89962087451675,-0.35625672832628735,2025-04-01,1
0.45,0.8867505808892095,0.2453107760205958,58.71344229556576,-0.37726679034138955,2025-04-01,1
0.5,0.8844979696756394,0.20742920191246783,58.56429262332121,-0.4056590245588618,2025-04-01,1
0.55,0.8820515646975198,0.17351967635159984,58.402311497387934,-0.43328192215952266,2025-04-01,1
0.6,0.8837328221325572,0.14181684442809855,58.51363074941152,-0.4674378331591388,2025-04-01,1
0.65,0.8828277305351516,0.11298271423317396,58.45370291353326,-0.507142216197,2025-04-01,1
0.7,0.8821966191174232,0.08370724531077602,58.41191582637995,-0.5530088126603214,2025-04-01,1
0.75,0.8812027025951596,0.05788892975358588,58.34610672330836,-0.607082334649909,2025-04-01,1
0.8,0.8846564419401598,0.03501287237955131,58.574785373322044,-0.6762377560700814,2025-04-01,1
0.85,0.8943909073553221,0.01574108127988231,59.21932284050721,-0.7521249931267471,2025-04-01,1
0.9,0.9189508029714292,0.004560500183891136,60.845480234839485,-0.845564107764864,2025-04-01,1
0.95,0.9799215859036697,0.0002942258183155572,64.8824717210112,-0.9702006497367411,2025-04-01,1
0.0,1.0482566964955577,1.0,65.31495822543224,-0.21399292161606737,2025-04-01,2
0.05,1.0482566964955577,1.0,65.31495822543224,-0.21399292161606737,2025-04-01,2
0.1,1.0472083312547433,0.9633564280215551,65.24963650400875,-0.21534136708990784,2025-04-01,2
0.15,1.0386722149067666,0.780523479599692,64.71776670099251,-0.2267211649855392,2025-04-01,2
0.2,1.0338499562948416,0.702540415704388,64.41730058344413,-0.23383453696439405,2025-04-01,2
0.25,1.0258116998829683,0.5899923017705928,63.91645152280659,-0.2484900150581362,2025-04-01,2
0.3,1.0172105818557937,0.496612779060816,63.380531584002455,-0.26675487495170985,2025-04-01,2
0.35,1.0107906310593529,0.42455735180908394,62.980516187505884,-0.2871499373505411,2025-04-01,2
0.4,1.0023346014545422,0.3611239414934565,62.453636443033325,-0.3162568856782653,2025-04-01,2
0.45,0.9942422850115575,0.30331023864511164,61.949419000695464,-0.34804499903987596,2025-04-01,2
0.5,0.9849244897783948,0.2455735180908391,61.368844215490896,-0.38888635525289494,2025-04-01,2
0.55,0.9782834389906505,0.19568899153194766,60.95505248277448,-0.4408859493204365,2025-04-01,2
0.6,0.9756792299893713,0.15450346420323324,60.792788981193716,-0.49622673474158024,2025-04-01,2
0.65,0.9693217301971735,0.11593533487297922,60.39666479259203,-0.5661054370504277,2025-04-01,2
0.7,0.9646255389389365,0.07729022324865281,60.104053701362346,-0.6426133447628168,2025-04-01,2
0.75,0.9643041212495553,0.04888375673595073,60.08402675278665,-0.7308070654447043,2025-04-01,2
0.8,0.9832852471113541,0.023248652809853734,61.26670600194355,-0.8494081952212903,2025-04-01,2
0.85,0.9992187982697847,0.0031562740569668975,62.259496443230354,-0.9689930445391275,2025-04-01,2
0.9,1.0,0.0,62.30817169476486,-1.0,2025-04-01,2
0.95,1.0,0.0,62.30817169476486,-1.0,2025-04-01,2
0.0,1.0831684865513185,1.0,66.5122467084345,-0.262689355537521,2025-04-01,3
0.05,1.0831684865513185,1.0,66.5122467084345,-0.262689355537521,2025-04-01,3
0.1,1.0830229977505723,0.9953864832051801,66.50331293023775,-0.262930605331006,2025-04-01,3
0.15,1.0750471632040937,0.8458114123836503,66.01355470550389,-0.27336673844346326,2025-04-01,3
0.2,1.0702110003511123,0.7668150546337515,65.71658884950507,-0.2803126358718549,2025-04-01,3
0.25,1.06339470018095,0.6822339133953865,65.29803213908964,-0.29308981677845136,2025-04-01,3
0.3,1.0536464828087768,0.569971671388102,64.69944027930448,-0.31291294187887003,2025-04-01,3
0.35,1.0454089864369391,0.4757588021044112,64.19361464114552,-0.33636343014930875,2025-04-01,3
0.4,1.0376748410048693,0.39708619991906113,63.718697400251095,-0.3664400903010023,2025-04-01,3
0.45,1.0285990113877974,0.3315256980979361,63.16139368797603,-0.40207930623784016,2025-04-01,3
0.5,1.017314938010564,0.27130716309186564,62.46849218496774,-0.44521423402110816,2025-04-01,3
0.55,1.007516927817732,0.21351679481991095,61.8668427838923,-0.5077438144339042,2025-04-01,3
0.6,0.9987698773309752,0.16001618777822743,61.329727840861935,-0.5720653233483269,2025-04-01,3
0.65,0.9911322659852089,0.11185754755159855,60.86073830100729,-0.6447287368724594,2025-04-01,3
0.7,1.0050283130925384,0.07017401861594497,61.71402874007596,-0.7529748924986235,2025-04-01,3
0.75,0.9981187352735601,0.02152974504249292,61.28974429102388,-0.8871609416099263,2025-04-01,3
0.8,0.9987392068983606,0.0004046944556859571,61.3278445148549,-0.9958920909543512,2025-04-01,3
0.85,1.0,0.0,61.405263847918704,-1.0,2025-04-01,3
0.9,1.0,0.0,61.405263847918704,-1.0,2025-04-01,3
0.95,1.0,0.0,61.405263847918704,-1.0,2025-04-01,3
0.0,0.9506638317349805,1.0,63.401242119677725,-0.13777316532506204,2025-05-01,1
0.05,0.9491115897530727,0.8491812495607562,63.29772069976249,-0.1395801952824043,2025-05-01,1
0.1,0.9453262781394135,0.6978002670602291,63.045272410362394,-0.1442759798404459,2025-05-01,1
0.15,0.9410337780196162,0.6008152364888608,62.758998934598274,-0.15029013088752696,2025-05-01,1
0.2,0.9358702229083841,0.5179562864572352,62.4146334534712,-0.15859108020854512,2025-05-01,1
0.25,0.9307103673565327,0.4476772787968234,62.0705147016844,-0.16925133071443837,2025-05-01,1
0.3,0.9263845015258207,0.39096211961487104,61.78201601502492,-0.18261295696322927,2025-05-01,1
0.35,0.9222111250253959,0.3414154192142807,61.503687077784186,-0.20001813946579214,2025-05-01,1
0.4,0.9176964245361723,0.2955232272120318,61.202594715521165,-0.21959792681967605,2025-05-01,1
0.45,0.9118306997945614,0.2567994939911448,60.81140045511522,-0.2439413946638903,2025-05-01,1
0.5,0.9069476566936886,0.21997329397708903,60.485742754059885,-0.27163247560431675,2025-05-01,1
0.55,0.9029544528405717,0.1834984890013353,60.219429809490784,-0.3081109054573092,2025-05-01,1
0.6,0.9030016063758688,0.15180265654648956,60.22257455173128,-0.34944112935385657,2025-05-01,1
0.65,0.9003419251115481,0.12095017218356877,60.04519629227587,-0.3947870257943513,2025-05-01,1
0.7,0.8976037191591403,0.09283856911940404,59.86258109985257,-0.44731918148445404,2025-05-01,1
