forecast_origin,model,universe,horizon,segment,n_rows,wape,mae,bias,bias_ratio,zero_false_positive_rate,positive_wape
2025-01-01,naive_1,ROLLING_PRIMARY,,,22201,1.040954391278932,63.07523760190982,-528066.77,-0.39254469167643685,0.28435616014840004,0.8735164160723249
2025-01-01,naive_1,ROLLING_PRIMARY,1.0,,7410,1.1125760529101452,54.953168690958165,-93726.6,-0.25608351559875137,0.29975530179445353,0.8872060236699917
2025-01-01,naive_1,ROLLING_PRIMARY,2.0,,7397,1.021809348075087,63.55282276598621,-188370.53000000003,-0.4094419789070485,0.2800579430226944,0.8634551902151185
2025-01-01,naive_1,ROLLING_PRIMARY,3.0,,7394,1.0074288879978142,70.73710305653232,-245969.63999999998,-0.473771780927238,0.26952723535457346,0.8727814679823841
2025-01-01,seasonal_naive_12,ROLLING_PRIMARY,,,22201,1.1175211674331356,67.71469888743749,-1122153.35,-0.8341659915268494,0.09414128922553718,1.021975701627101
2025-01-01,seasonal_naive_12,ROLLING_PRIMARY,1.0,,7410,1.1449241561744803,56.55092982456141,-292523.47,-0.7992441696673714,0.0929853181076672,1.015592234898933
2025-01-01,seasonal_naive_12,ROLLING_PRIMARY,2.0,,7397,1.1111248096144715,69.10791942679465,-385583.16000000003,-0.838103136746672,0.09150169000482858,1.0303979763968023
2025-01-01,seasonal_naive_12,ROLLING_PRIMARY,3.0,,7394,1.1038711046096634,77.50883959967541,-444046.72,-0.8552958216684734,0.09840698869475847,1.0190124198615313
2025-01-01,moving_average_3,ROLLING_PRIMARY,,,22201,1.0760823966162505,65.20377205230996,-57140.0766666667,-0.04247575316561699,0.6606121502550626,0.7779602260326505
2025-01-01,moving_average_3,ROLLING_PRIMARY,1.0,,7410,1.232123742688288,60.85795546558704,63696.12999999999,0.1740330802614742,0.6865823817292006,0.803624022392196
2025-01-01,moving_average_3,ROLLING_PRIMARY,2.0,,7397,1.0636023443104714,66.1521950340228,-31310.673333333325,-0.06805684546575383,0.6511347175277644,0.785318511649302
2025-01-01,moving_average_3,ROLLING_PRIMARY,3.0,,7394,0.9771375872992123,68.61018483455054,-89525.53333333334,-0.17243864472783776,0.6379753340184995,0.7533475305206075
2025-01-01,croston_sba,ROLLING_PRIMARY,,,22201,1.592101799618897,96.47127687699164,1063713.252112402,0.7907238521799105,0.9908022878342866,0.8078070783615562
2025-01-01,croston_sba,ROLLING_PRIMARY,1.0,,7410,1.8738784900303656,92.55597448789709,437151.93837203295,1.1944037789604967,0.9916394779771615,0.8298698905502767
2025-01-01,croston_sba,ROLLING_PRIMARY,2.0,,7397,1.5854081318943718,98.60661600703249,342582.10631893564,0.7446360932857696,0.990584258812168,0.8307748787411491
2025-01-01,croston_sba,ROLLING_PRIMARY,3.0,,7394,1.3993900771907137,98.258846143732,283979.20742143365,0.5469835010790688,0.9899794450154162,0.7719005542019347
2025-01-01,tsb,ROLLING_PRIMARY,,,22201,1.4764078424450622,89.460956445105,912906.8782990437,0.6786201469772404,0.9908022878342866,0.8028954997171724
2025-01-01,tsb,ROLLING_PRIMARY,1.0,,7410,1.7277027656631776,85.33595638786538,386990.40380049817,1.0573504544943693,0.9916394779771615,0.8212886385037307
2025-01-01,tsb,ROLLING_PRIMARY,2.0,,7397,1.4777790941228264,91.912481553424,292237.1763213207,0.635206408259347,0.990584258812168,0.8315983609266135
2025-01-01,tsb,ROLLING_PRIMARY,3.0,,7394,1.2980380213592209,91.14236288247449,233679.29817722482,0.45009887099583057,0.9899794450154162,0.7644938387580842
2025-01-01,lightgbm_tweedie,ROLLING_PRIMARY,,,22201,0.9975650673666082,60.446119613566836,-529151.3479533588,-0.39335092555155887,1.0,0.7860335943598427
2025-01-01,lightgbm_tweedie,ROLLING_PRIMARY,1.0,,7410,1.0356702215280664,51.15457971881256,-120263.32765325326,-0.32858821020979767,1.0,0.7785059651130655
2025-01-01,lightgbm_tweedie,ROLLING_PRIMARY,2.0,,7397,0.9938158231072318,61.811727390191535,-179254.56812390737,-0.3896275340987837,1.0,0.7850355475558337
2025-01-01,lightgbm_tweedie,ROLLING_PRIMARY,3.0,,7394,0.9740245834678574,68.39160377591962,-229633.4521761982,-0.4423060081642074,1.0,0.7922247475076529
2025-01-01,hurdle,ROLLING_PRIMARY,,,22201,0.9380792786619104,56.841657892745474,-786323.0125119637,-0.5845225301804083,0.1324779718658216,0.8451121043421718
2025-01-01,hurdle,ROLLING_PRIMARY,1.0,,7410,0.9594929944386901,47.391978501842075,-192076.9256856745,-0.524800156999055,0.14192495921696574,0.8361038985756709
2025-01-01,hurdle,ROLLING_PRIMARY,2.0,,7397,0.9317772248162343,57.953152354383334,-299640.7294590395,-0.6512987632983814,0.07629164654756157,0.8669922278796927
2025-01-01,hurdle,ROLLING_PRIMARY,3.0,,7394,0.9285678892877092,65.19984016943725,-294605.3573672499,-0.5674509456963364,0.1803699897225077,0.83207347647396
2025-01-01,behavior_gated,ROLLING_PRIMARY,,,22201,0.9401108260216592,56.96475678496327,-786647.7039109834,-0.5847638933798351,0.14762714484464368,0.8454692806862565
2025-01-01,behavior_gated,ROLLING_PRIMARY,1.0,,7410,0.9669599822403806,47.76079341494965,-192401.61708469404,-0.5256872916539512,0.18189233278955955,0.8374167064664315
2025-01-01,behavior_gated,ROLLING_PRIMARY,2.0,,7397,0.9317772248162343,57.953152354383334,-299640.7294590395,-0.6512987632983814,0.07629164654756157,0.8669922278796927
2025-01-01,behavior_gated,ROLLING_PRIMARY,3.0,,7394,0.9285678892877092,65.19984016943725,-294605.3573672499,-0.5674509456963364,0.1803699897225077,0.83207347647396
2025-02-01,naive_1,ROLLING_PRIMARY,,,23690,1.093203318810167,70.43015449556775,-140046.04,-0.0917588734011154,0.22328840149265097,0.8309174033765009
2025-02-01,naive_1,ROLLING_PRIMARY,1.0,,7911,1.035349458743366,69.83386423966628,-70790.43999999999,-0.13266736814952715,0.20822740929050151,0.8210205762267027
2025-02-01,naive_1,ROLLING_PRIMARY,2.0,,7904,1.0110872026887878,75.3629504048583,-126923.42,-0.21543961057063682,0.2042772861356932,0.8155682937384602
2025-02-01,naive_1,ROLLING_PRIMARY,3.0,,7875,1.289600408575354,66.07820952380953,57667.82000000001,0.14291567574595104,0.2533783783783784,0.8664149864559539
2025-02-01,seasonal_naive_12,ROLLING_PRIMARY,,,23690,1.2590365897625193,81.11404347826087,-970731.79,-0.6360283762757457,0.18444901378417486,1.066744533419471
2025-02-01,seasonal_naive_12,ROLLING_PRIMARY,1.0,,7911,1.2471945214620883,84.12272026292504,-349087.36,-0.6542197125129682,0.1851167090362838,1.0871674851487123
