forecast_origin,model,level,n_units,wape_3m,mae_3m,bias_3m,bias_ratio_3m,actual_sum_m2,forecast_sum_m2
2025-05-01,moving_average_3,PAIR,10769,1.0286919586952334,147.37978085244683,502034.34,0.3253909622581117,1542865.04,2044899.3800000001
2025-05-01,croston_sba,PAIR,10769,1.7706210571298242,253.67530208315057,1874796.1775259632,1.2151394509048978,1542865.04,3417661.2175259627
2025-05-01,tsb,PAIR,10769,1.5764411829156253,225.85532442536572,1597721.6318834452,1.0355550164539635,1542865.04,3140586.6718834457
2025-05-01,lightgbm_tweedie,PAIR,10769,0.7810342602406489,111.8980829387649,-249656.8422072766,-0.1618137917022714,1542865.04,1293208.1977927235
2025-05-01,hurdle,PAIR,10769,0.7516958991072045,107.69480206554677,-807572.1038790211,-0.5234236844714695,1542865.04,735292.9361209788
2025-05-01,behavior_gated,PAIR,10769,0.7516958991072045,107.69480206554677,-807572.1038790211,-0.5234236844714695,1542865.04,735292.9361209788
2025-05-01,naive_1,BASE_SKU,1045,0.5285159873737239,780.3146794258373,330282.88,0.21407114130993596,1542865.04,1873147.92
2025-05-01,seasonal_naive_12,BASE_SKU,1045,1.2438860887015755,1836.5056076555022,-28500.619999999984,-0.01847252952208962,1542865.04,1514364.42
2025-05-01,moving_average_3,BASE_SKU,1045,0.5725732174215316,845.361913875598,502034.34,0.3253909622581117,1542865.04,2044899.38
2025-05-01,croston_sba,BASE_SKU,1045,1.2970753115436569,1915.0355525625039,1874796.1775259632,1.2151394509048978,1542865.04,3417661.2175259637
2025-05-01,tsb,BASE_SKU,1045,1.110844909774002,1640.080168566758,1597721.6318834452,1.0355550164539635,1542865.04,3140586.6718834452
2025-05-01,lightgbm_tweedie,BASE_SKU,1045,0.43773024559179907,646.2762611236373,-249656.8422072766,-0.1618137917022714,1542865.04,1293208.1977927233
2025-05-01,hurdle,BASE_SKU,1045,0.5817531976178395,858.9154741749052,-807572.1038790212,-0.5234236844714696,1542865.04,735292.9361209788
2025-05-01,behavior_gated,BASE_SKU,1045,0.5817531976178395,858.9154741749052,-807572.1038790212,-0.5234236844714696,1542865.04,735292.9361209788
2025-05-01,naive_1,BRANCH,57,0.2842629061061621,7694.373684210527,330282.88000000006,0.21407114130993599,1542865.04,1873147.92
2025-05-01,seasonal_naive_12,BRANCH,57,0.6286012936037488,17014.858947368415,-28500.619999999995,-0.018472529522089626,1542865.04,1514364.42
2025-05-01,moving_average_3,BRANCH,57,0.44655876057701066,12087.366666666667,502034.34,0.3253909622581117,1542865.04,2044899.3800000001
2025-05-01,croston_sba,BRANCH,57,1.23437912153537,33411.93671443568,1874796.1775259627,1.2151394509048974,1542865.04,3417661.2175259623
