model,n_origins,mean_origin_wape,median_origin_wape,std_origin_wape,mean_abs_bias_ratio,max_abs_bias_ratio,underforecast_origin_rate,origin_wins,pair_wape_3m,base_sku_wape_3m
soft_two_part_expected,12,1.0047911356611177,0.9948152916869699,0.05436580148300541,0.18847352127611172,0.32947650511382043,0.75,7,0.7688392220320148,0.4404366558769656
lightgbm_reference,12,1.0118596038520082,1.0003654499898234,0.05827841440998676,0.19562565183672928,0.393350925551559,0.9166666666666666,5,0.7777062747967908,0.44757549114750866
