model,universe,horizon,segment,n_rows,wape,mae,bias,bias_ratio,zero_false_positive_rate,positive_wape
moving_average_3,PRIMARY,3.0,,15030,1.0872501869761022,41.415312042581505,-41815.16666666666,-0.07303708046559353,0.4390655783844638,0.7761760298584665
moving_average_3,PRIMARY,,regular,4049,0.9504144048596733,101.25894871161604,123261.98333333334,0.2857333747005674,0.9899497487437185,0.7083653424051949
moving_average_3,PRIMARY,,intermittent,34051,1.3602447401076818,32.19715838007694,136781.08000000002,0.16970540290316533,0.4492929292929293,0.8671310447089892
moving_average_3,PRIMARY,,very_sparse,6189,1.4100452671337542,12.642973016642431,-14709.44,-0.26506934232909496,0.1966824644549763,0.9051937068112139
croston_sba,PRIMARY,,,44289,2.924026961014132,85.35738575417064,2717382.0590545237,2.101817949214149,0.9967434948939264,0.8444778149110738
croston_sba,PRIMARY,1.0,,14775,2.1672810041749324,84.09014064834405,767419.9026231116,1.3386767302573575,0.9961377179430589,0.7815811590901746
croston_sba,PRIMARY,2.0,,14484,8.371798538041086,85.01560837377511,1163346.074895536,7.9093449080605565,0.9971447766207592,1.4530035294467336
croston_sba,PRIMARY,3.0,,15030,2.2821841426998293,86.9324922090101,786616.0815358764,1.3739546347058849,0.9968102073365231,0.7511213745761959
croston_sba,PRIMARY,,regular,4049,1.0500689136109194,111.87632860287897,164071.1989135971,0.38033314156541237,1.0,0.7315424966006496
croston_sba,PRIMARY,,intermittent,34051,3.3528973788147,79.36348860962751,1983720.9276339468,2.46121875387707,1.0,0.8918052564871283
croston_sba,PRIMARY,,very_sparse,6189,11.262719713313809,100.98559581628382,569589.9325069805,10.264213240402006,0.9812249362012395,1.035015110068333
tsb,PRIMARY,,,44289,2.2042474206157863,64.34578062641467,1785416.4931159473,1.3809690174225084,0.9967434948939264,0.8458332910574178
tsb,PRIMARY,1.0,,14775,1.622175039067796,62.94012032988487,457045.90492808324,0.7972645946441154,0.9961377179430589,0.775207999516575
tsb,PRIMARY,2.0,,14484,6.254451117054934,63.51394677551341,852197.2314348905,5.79390946388684,0.9971447766207592,1.4907359249328698
tsb,PRIMARY,3.0,,15030,1.7465495294890108,66.52920793031898,476173.3567529738,0.831715249396879,0.9968102073365231,0.7508700524735212
tsb,PRIMARY,,regular,4049,1.0809474640903847,115.16618778777934,191752.32601960207,0.44450071091341614,1.0,0.7513291840481309
tsb,PRIMARY,,intermittent,34051,2.5489988721105195,60.33511321608411,1324611.0732618405,1.6434557753009031,1.0,0.8881214543098244
